일자별 시간표 내역을 입력합니다,,,,교시별 세부 시간표 내역을 입력합니다,,,,
훈련일자,훈련시작시간,훈련종료시간,방학여부,시작시간,시간구분,훈련강사코드,교육장소(강의실)코드,교과목(및 능력단위)코드
20210428,0900,1800,N,1300,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 기획_4
20210429,0900,1800,N,0900,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 시스템 설계_4
20210429,0900,1800,N,1200,2,,,
20210429,0900,1800,N,1300,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 시스템 설계_4
20210430,0900,1800,N,0900,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 시스템 설계_4
20210430,0900,1800,N,1200,2,,,
20210430,0900,1800,N,1300,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 시스템 설계_4
20210501,0900,1800,N,0900,1,박철훈_1425143,YGL_C1(실습겸용강의실)_222802,멘토링_멘토링_6
20210501,0900,1800,N,1200,2,,,
20210501,0900,1800,N,1300,1,박철훈_1425143,YGL_C1(실습겸용강의실)_222802,멘토링_멘토링_6
20210504,0900,1800,N,0900,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 시스템 설계_4
20210504,0900,1800,N,1200,2,,,
20210504,0900,1800,N,1300,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 시스템 설계_4
20210506,0900,1800,N,0900,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 시스템 설계_4
20210506,0900,1800,N,1200,2,,,
20210506,0900,1800,N,1300,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 시스템 설계_4
20210507,0900,1800,N,0900,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 개발_4
20210507,0900,1800,N,1200,2,,,
20210507,0900,1800,N,1300,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 개발_4
20210508,0900,1800,N,0900,1,박철훈_1425143,YGL_C1(실습겸용강의실)_222802,멘토링_멘토링_6
20210508,0900,1800,N,1200,2,,,
20210508,0900,1800,N,1300,1,박철훈_1425143,YGL_C1(실습겸용강의실)_222802,멘토링_멘토링_6
20210511,0900,1800,N,0900,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 개발_4
20210511,0900,1800,N,1200,2,,,
20210511,0900,1800,N,1300,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 개발_4
20210512,0900,1800,N,0900,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 개발_4
20210512,0900,1800,N,1200,2,,,
20210512,0900,1800,N,1300,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 개발_4
20210513,0900,1800,N,0900,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 개발_4
20210513,0900,1800,N,1200,2,,,
20210513,0900,1800,N,1300,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 개발_4
20210514,0900,1800,N,0900,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 개발_4
20210514,0900,1800,N,1200,2,,,
20210514,0900,1800,N,1300,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 개발_4
20210515,0900,1800,N,0900,1,박철훈_1425143,YGL_C1(실습겸용강의실)_222802,멘토링_멘토링_6
20210515,0900,1800,N,1200,2,,,
20210515,0900,1800,N,1300,1,박철훈_1425143,YGL_C1(실습겸용강의실)_222802,멘토링_멘토링_6
20210518,0900,1800,N,0900,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 개발_4
20210518,0900,1800,N,1200,2,,,
20210518,0900,1800,N,1300,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 개발_4
20210520,0900,1800,N,0900,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 개발_4
20210520,0900,1800,N,1200,2,,,
20210520,0900,1800,N,1300,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 개발_4
20210521,0900,1800,N,0900,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 개발_4
20210521,0900,1800,N,1200,2,,,
20210521,0900,1800,N,1300,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 개발_4
20210522,0900,1800,N,0900,1,박철훈_1425143,YGL_C1(실습겸용강의실)_222802,멘토링_멘토링_6
20210522,0900,1800,N,1200,2,,,
20210522,0900,1800,N,1300,1,박철훈_1425143,YGL_C1(실습겸용강의실)_222802,멘토링_멘토링_6
20210525,0900,1800,N,0900,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 개발_4
20210525,0900,1800,N,1200,2,,,
20210525,0900,1800,N,1300,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 개발_4
20210526,0900,1800,N,0900,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 개발_4
20210526,0900,1800,N,1200,2,,,
20210526,0900,1800,N,1300,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 개발_4
20210527,0900,1800,N,0900,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 테스트_4
20210527,0900,1800,N,1200,2,,,
20210527,0900,1800,N,1300,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 테스트_4
20210528,0900,1800,N,0900,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 테스트_4
20210528,0900,1800,N,1200,2,,,
20210528,0900,1800,N,1300,1,이미향_52666,YGL_C1(실습겸용강의실)_222802,기업연계 프로젝트_프로젝트 테스트_4
